2018-05-10 17:48:53.314630, 11296 
2018-05-10 17:48:55.281447, 11296 
2018-05-10 17:48:57.279641, 11296 
2018-05-10 17:48:59.277882, 8240 
2018-05-10 17:49:01.276130, 11296 
2018-05-10 17:49:06.262782, 22285 
2018-05-10 17:49:08.275841, 8241 
2018-05-10 17:49:10.258962, 11296 
2018-05-10 17:49:12.256429, 11296 
2018-05-10 17:49:14.270387, 21366 
2018-05-10 17:49:16.253383, 11296 
2018-05-10 17:49:18.267821, 12136 
2018-05-10 17:49:20.249622, 8240 
2018-05-10 17:49:22.246386, 11312 
2018-05-10 17:49:24.244747, 8236 
2018-05-10 17:49:26.226859, 11296 
2018-05-10 17:49:28.224899, 11296 
2018-05-10 17:49:30.221812, 11296 
2018-05-10 17:49:32.219905, 11296 
2018-05-10 17:49:34.218249, 8240 
2018-05-10 17:49:36.214808, 8240 
2018-05-10 17:49:38.214269, 8240 
2018-05-10 20:11:30.588253, 11296 
2018-05-10 20:11:32.570355, 11296 
2018-05-10 20:11:34.568720, 11296 
2018-05-10 20:11:36.071452, 11296 
2018-05-10 20:11:37.574022, 11296 
2018-05-10 20:11:39.076203, 8240 
2018-05-10 20:11:40.578673, 11296 
2018-05-10 20:11:42.081346, 29228 
2018-05-10 20:11:43.583673, 11296 
2018-05-10 20:11:45.086137, 8275 
2018-05-10 20:11:46.588731, 11296 
2018-05-10 20:11:48.556850, 11296 
2018-05-10 20:11:50.059436, 20557 
2018-05-10 20:11:51.561940, 11296 
2018-05-10 20:11:53.064454, 30255 
2018-05-10 20:11:54.567063, 11296 
2018-05-10 20:11:56.069770, 11296 
2018-05-10 20:11:57.572226, 11296 
2018-05-10 20:11:59.539607, 17232 
2018-05-10 20:12:01.537919, 11296 
2018-05-10 20:12:03.536057, 11296 
2018-05-10 20:12:05.534319, 11296 
2018-05-10 20:12:07.532910, 8240 
2018-05-10 20:12:09.531073, 11296 
2018-05-10 20:12:11.527945, 11296 
2018-05-10 20:12:13.527428, 8240 
2018-05-10 20:12:15.525887, 12332 
2018-05-10 20:12:17.523783, 11296 
2018-05-10 20:12:19.521948, 11296 
2018-05-10 20:12:21.520403, 12332 
2018-05-10 20:12:23.518716, 11296 
2018-05-10 20:12:25.516633, 11296 
2018-05-10 20:12:27.515046, 8240 
2018-05-10 20:12:29.498340, 8240 
2018-05-10 20:12:31.496461, 11296 
2018-05-10 20:12:33.494640, 11296 
2018-05-10 20:12:35.495459, 11296 
2018-05-10 20:12:37.489594, 11296 
2018-05-10 20:12:39.504186, 30035 
2018-05-10 20:12:41.485676, 11296 
2018-05-10 20:12:43.483757, 8240 
2018-05-10 20:12:45.481831, 12332 
2018-05-10 20:12:47.479757, 8240 
2018-05-10 20:12:49.478123, 8240 
2018-05-10 20:12:51.477092, 11312 
2018-05-10 20:12:53.475175, 8236 
2018-05-10 20:12:55.471925, 11296 
2018-05-10 20:12:57.455281, 11296 
2018-05-10 20:12:59.453014, 11296 
2018-05-10 20:13:01.451081, 11296 
2018-05-10 20:13:03.449424, 8240 
2018-05-10 20:13:05.447305, 11296 
2018-05-10 20:13:07.445413, 11296 
2018-05-10 20:13:09.443504, 11296 
2018-05-10 20:13:11.441595, 11296 
2018-05-10 20:13:13.439621, 11296 
2018-05-10 20:13:15.436491, 11296 
2018-05-10 20:13:17.434657, 11296 
2018-05-10 20:13:19.432612, 11296 
2018-05-10 20:13:21.430563, 8240 
2018-05-10 20:13:23.429020, 8240 
2018-05-10 20:13:25.427118, 11312 
2018-05-10 20:13:27.424984, 11296 
2018-05-10 20:13:29.439411, 11368 
