2018-05-10 20:13:31.421601, 11296 
2018-05-10 20:13:33.434564, 11296 
2018-05-10 20:13:35.432559, 11296 
2018-05-10 20:13:37.398060, 11296 
2018-05-10 20:13:38.900494, 12136 
2018-05-10 20:13:40.404105, 11296 
2018-05-10 20:13:41.906773, 12332 
2018-05-10 20:13:43.409628, 11296 
2018-05-10 20:13:44.912444, 11296 
2018-05-10 20:13:46.414994, 11296 
2018-05-10 20:13:47.917821, 19535 
2018-05-10 20:13:49.420383, 11296 
2018-05-10 20:13:51.385200, 11296 
2018-05-10 20:13:52.887741, 19756 
2018-05-10 20:13:54.390394, 11296 
2018-05-10 20:13:55.893023, 12136 
2018-05-10 20:13:57.395468, 11296 
2018-05-10 20:13:58.897772, 11296 
2018-05-10 20:14:00.400118, 11296 
2018-05-10 20:14:02.365891, 17232 
2018-05-10 20:14:03.868300, 8259 
2018-05-10 20:14:05.370963, 11296 
2018-05-10 20:14:06.873486, 30035 
2018-05-10 20:14:08.375961, 11296 
2018-05-10 20:14:09.878704, 12334 
2018-05-10 20:14:11.381421, 11296 
2018-05-10 20:14:13.347083, 22285 
2018-05-10 20:14:14.849683, 8240 
2018-05-10 20:14:16.352783, 11296 
2018-05-10 20:14:17.855375, 8240 
2018-05-10 20:14:19.358028, 11296 
2018-05-10 20:14:20.860500, 11296 
2018-05-10 20:14:22.362768, 11296 
2018-05-10 20:14:23.865013, 19535 
2018-05-10 20:14:25.367437, 11296 
2018-05-10 20:14:27.333819, 11296 
2018-05-10 20:14:28.836475, 19756 
2018-05-10 20:14:30.338965, 11296 
2018-05-10 20:14:31.841380, 12136 
2018-05-10 20:14:33.343874, 11296 
2018-05-10 20:14:34.846535, 11296 
2018-05-10 20:14:36.348856, 11296 
2018-05-10 20:14:38.316058, 21292 
2018-05-10 20:14:39.818498, 20557 
2018-05-10 20:14:41.320927, 11296 
2018-05-10 20:14:42.823453, 21366 
2018-05-10 20:14:44.325960, 11296 
2018-05-10 20:14:45.828266, 12336 
2018-05-10 20:14:47.330705, 11296 
2018-05-10 20:14:49.297182, 2627 
2018-05-10 20:14:50.799618, 11296 
2018-05-10 20:14:52.303164, 11296 
2018-05-10 20:14:53.805786, 11296 
2018-05-10 20:14:55.308176, 11296 
2018-05-10 20:14:56.810781, 26738 
2018-05-10 20:14:58.313469, 11296 
2018-05-10 20:14:59.815915, 17985 
2018-05-10 20:15:01.318261, 11296 
2018-05-10 20:15:03.285322, 11296 
2018-05-10 20:15:04.787708, 14645 
2018-05-10 20:15:06.290261, 11296 
2018-05-10 20:15:07.792697, 26738 
2018-05-10 20:15:09.295046, 11296 
2018-05-10 20:15:10.797593, 21324 
2018-05-10 20:15:12.300169, 11296 
2018-05-10 20:15:14.265254, 11296 
2018-05-10 20:15:15.767511, 19756 
2018-05-10 20:15:17.269863, 11296 
2018-05-10 20:15:18.772330, 21366 
2018-05-10 20:15:20.274818, 11296 
2018-05-10 20:15:21.777242, 13620 
2018-05-10 20:15:23.279791, 11296 
2018-05-10 20:15:25.246265, 17232 
2018-05-10 20:15:26.748700, 8259 
2018-05-10 20:15:28.252275, 11296 
2018-05-10 20:15:29.754720, 11296 
2018-05-10 20:15:31.257035, 11296 
2018-05-10 20:15:32.759490, 8240 
2018-05-10 20:15:34.262137, 11296 
2018-05-10 20:15:36.228595, 22285 
2018-05-10 20:15:37.731242, 12332 
2018-05-10 20:15:39.234483, 11296 
2018-05-10 20:15:40.736919, 13612 
2018-05-10 20:15:42.239606, 11296 
2018-05-10 20:15:43.742262, 8240 
2018-05-10 20:15:45.244722, 11296 
2018-05-10 20:15:46.747605, 20311 
2018-05-10 20:15:48.250036, 11296 
2018-05-10 20:15:50.216043, 11296 
2018-05-10 20:15:51.718635, 11296 
2018-05-10 20:15:53.221150, 11296 
2018-05-10 20:15:54.723422, 12136 
2018-05-10 20:15:56.225584, 11296 
2018-05-10 20:15:57.728227, 8275 
2018-05-10 20:15:59.230459, 11296 
2018-05-10 20:16:01.196107, 21292 
2018-05-10 20:16:02.698495, 20557 
2018-05-10 20:16:04.200837, 11296 
2018-05-10 20:16:05.703430, 30255 
2018-05-10 20:16:07.206056, 11296 
2018-05-10 20:16:08.708344, 12336 
2018-05-10 20:16:10.210770, 11296 
2018-05-10 20:16:12.178272, 17232 
2018-05-10 20:16:13.680575, 11296 
2018-05-10 20:16:15.183126, 11296 
2018-05-10 20:16:16.685572, 30035 
2018-05-10 20:16:18.188000, 11296 
2018-05-10 20:16:19.696693, 11824 
2018-05-10 20:16:21.199298, 11296 
2018-05-10 20:16:23.160809, 11296 
2018-05-10 20:16:24.663468, 12332 
