2018-04-04,03:30:36.131493,5638.339,1.995
2018-04-04,03:30:37.255051,5623.687,1.995
2018-04-04,03:30:38.374852,5601.709,1.995
2018-04-04,03:30:39.495271,5596.825,1.995
2018-04-04,03:30:40.615917,5589.499,1.995
2018-04-04,03:30:41.738241,5582.173,1.995
2018-04-04,03:30:42.858718,5579.731,1.995
2018-04-04,03:30:43.994875,5587.057,1.995
2018-04-04,03:30:45.115507,5567.521,1.995
2018-04-04,03:30:46.236476,5584.615,1.995
2018-04-04,03:30:47.357555,5589.499,1.995
2018-04-04,03:30:48.476578,5601.709,1.995
2018-04-04,03:30:49.598525,5606.593,1.995
2018-04-04,03:30:50.718686,5606.593,1.995
2018-04-04,03:30:51.839114,5609.035,1.995
2018-04-04,03:30:52.959792,5611.477,1.995
2018-04-04,03:30:54.084432,5633.455,1.995
2018-04-04,03:30:55.205878,5626.129,1.995
2018-04-04,03:30:56.327556,5628.571,1.995
2018-04-04,03:30:57.448001,5635.897,1.995
2018-04-04,03:30:58.568555,5640.781,1.995
2018-04-04,03:30:59.689237,5645.665,1.995
2018-04-04,03:31:00.810847,5648.107,1.995
2018-04-04,03:31:01.930897,5648.107,1.995
2018-04-04,03:31:03.052927,5652.991,1.995
2018-04-04,03:31:04.174689,5657.875,1.995
2018-04-04,03:31:05.295838,5662.759,1.995
2018-04-04,03:31:06.419280,5645.665,1.995
2018-04-04,03:31:07.539174,5672.527,1.995
2018-04-04,03:31:08.658867,5667.643,1.995
2018-04-04,03:31:09.778782,5670.085,1.995
2018-04-04,03:31:10.899411,5679.853,1.995
2018-04-04,03:31:12.022357,5677.411,1.995
2018-04-04,03:31:13.146449,5670.085,1.995
2018-04-04,03:31:14.277094,5672.527,1.995
2018-04-04,03:31:15.398113,5670.085,1.995
2018-04-04,03:31:16.518873,5674.969,1.995
2018-04-04,03:31:17.644200,5674.969,1.995
2018-04-04,03:31:18.765787,5692.063,1.995
2018-04-04,03:31:19.885715,5684.737,1.995
2018-04-04,03:31:21.008741,5684.737,1.995
2018-04-04,03:31:22.129608,5692.063,1.995
2018-04-04,03:31:23.250044,5696.947,1.995
2018-04-04,03:31:24.371385,5689.621,1.995
2018-04-04,03:31:25.491734,5701.832,1.995
2018-04-04,03:31:26.613165,5696.947,1.995
2018-04-04,03:31:27.734162,5696.947,1.995
2018-04-04,03:31:28.853769,5699.389,1.995
2018-04-04,03:31:29.977273,5687.179,1.995
2018-04-04,03:31:31.098894,5704.274,1.995
2018-04-04,03:31:32.220524,5701.832,1.995
2018-04-04,03:31:33.341163,5706.716,1.995
2018-04-04,03:31:34.465314,5709.158,1.995
2018-04-04,03:31:35.588357,5706.716,1.995
2018-04-04,03:31:36.712737,5714.042,1.995
2018-04-04,03:31:37.834818,5711.600,1.995
2018-04-04,03:31:38.954816,5704.274,1.995
