time,alt(m),lat,lng,temp(C),press(kpa),hum(%),O3_ppm,CH4_ppm,CO2,uv,geiger
19:34:42EDT,,,,,,,,,,,
19:34:43EDT,,,,,,,,,,,
19:34:44EDT,,,,,,,,,,,
19:34:45EDT,,,,,,,,,,,
19:34:46EDT,,,,,,,,,,,
19:34:47EDT,,,,,,,,,,,
19:34:48EDT,,,,,,,,,,,
19:34:49EDT,,,,,,,,,,,
19:34:50EDT,,,,,,,,,,,
19:34:51EDT,,,,,,,,,,,
19:34:52EDT,,,,,,,,,,,
19:34:53EDT,,,,,,,,,,,
19:34:54EDT,,,,,,,,,,,
19:34:55EDT,,,,,,,,,,,
19:34:56EDT,,,,,,,,,,,
19:34:57EDT,,,,,,,,,,,
19:34:58EDT,,,,,,,,,,,
19:34:59EDT,,,,,,,,,,,
19:35:00EDT,,,,,,,,,,,
19:35:01EDT,,,,,,,,,,,
19:35:02EDT,,,,,,,,,,,
19:35:03EDT,,,,,,,,,,,
19:35:04EDT,,,,,,,,,,,
time,alt(m),lat,lng,temp(C),press(kpa),hum(%),O3_ppm,CH4_ppm,CO2,uv,geiger
19:35:14EDT,,,,,,,,,,,
19:35:15EDT,,,,,,,,,,,
19:35:16EDT,,,,,,,,,,,
19:35:17EDT,,,,,,,,,,,
19:35:18EDT,,,,,,,,,,,
19:35:19EDT,,,,,,,,,,,
19:35:20EDT,,,,,,,,,,,
19:35:21EDT,,,,,,,,,,,
19:35:22EDT,,,,,,,,,,,
19:35:23EDT,,,,,,,,,,,
time,alt(m),lat,lng,temp(C),press(kpa),hum(%),O3_ppm,CH4_ppm,CO2,uv,geiger
19:42:40EDT,,,,,,,,,,,
19:42:41EDT,,,,,,,,,,,
19:42:42EDT,,,,,,,,,,,
19:42:43EDT,,,,,,,,,,,
19:42:44EDT,,,,,,,,,,,
19:42:45EDT,,,,,,,,,,,
19:42:46EDT,,,,,,,,,,,
19:42:47EDT,,,,,,,,,,,
19:42:48EDT,,,,,,,,,,,
19:42:49EDT,,,,,,,,,,,
19:42:50EDT,,,,,,,,,,,
19:42:51EDT,,,,,,,,,,,
19:42:52EDT,,,,,,,,,,,
19:42:53EDT,,,,,,,,,,,
19:42:54EDT,,,,,,,,,,,
19:42:55EDT,,,,,,,,,,,
19:42:56EDT,,,,,,,,,,,
19:42:57EDT,,,,,,,,,,,
19:42:58EDT,,,,,,,,,,,
19:42:59EDT,,,,,,,,,,,
19:43:00EDT,,,,,,,,,,,
19:43:01EDT,,,,,,,,,,,
19:43:02EDT,,,,,,,,,,,
19:43:03EDT,,,,,,,,,,,
19:43:04EDT,,,,,,,,,,,
19:43:05EDT,,,,,,,,,,,
19:43:06EDT,,,,,,,,,,,
19:43:07EDT,,,,,,,,,,,
19:43:08EDT,,,,,,,,,,,
19:43:09EDT,,,,,,,,,,,
19:43:10EDT,,,,,,,,,,,
19:43:11EDT,,,,,,,,,,,
19:43:12EDT,,,,,,,,,,,
19:43:13EDT,,,,,,,,,,,
19:43:14EDT,,,,,,,,,,,
19:43:15EDT,,,,,,,,,,,
19:43:16EDT,,,,,,,,,,,
19:43:17EDT,,,,,,,,,,,
19:43:18EDT,,,,,,,,,,,
19:43:19EDT,,,,,,,,,,,
19:43:20EDT,,,,,,,,,,,
19:43:21EDT,,,,,,,,,,,
19:43:22EDT,,,,,,,,,,,
19:43:23EDT,,,,,,,,,,,
19:43:24EDT,,,,,,,,,,,
19:43:25EDT,,,,,,,,,,,
19:43:26EDT,,,,,,,,,,,
19:43:27EDT,,,,,,,,,,,
19:43:28EDT,,,,,,,,,,,
19:43:29EDT,,,,,,,,,,,
19:43:30EDT,,,,,,,,,,,
19:43:31EDT,,,,,,,,,,,
19:43:32EDT,,,,,,,,,,,
19:43:33EDT,,,,,,,,,,,
19:43:34EDT,,,,,,,,,,,
19:43:35EDT,,,,,,,,,,,
19:43:36EDT,,,,,,,,,,,
19:43:37EDT,,,,,,,,,,,
19:43:38EDT,,,,,,,,,,,
19:43:39EDT,,,,,,,,,,,
19:43:40EDT,,,,,,,,,,,
19:43:41EDT,,,,,,,,,,,
19:43:42EDT,,,,,,,,,,,
19:43:43EDT,,,,,,,,,,,
19:43:44EDT,,,,,,,,,,,
19:43:45EDT,,,,,,,,,,,
19:43:46EDT,,,,,,,,,,,
19:43:47EDT,,,,,,,,,,,
19:43:48EDT,,,,,,,,,,,
time,alt(m),lat,lng,temp(C),press(kpa),hum(%),O3_ppm,CH4_ppm,CO2,uv,geiger
19:43:54EDT,,,,,,,,,,,
19:43:55EDT,,,,,,,,,,,
19:43:56EDT,,,,,,,,,,,
19:43:57EDT,,,,,,,,,,,
