time,alt(m),lat,lng,temp(C),press(kpa),hum(%),O3_ppm,CH4_ppm,CO2,uv,geiger
time,alt(m),lat,lng,temp(C),press(kpa),hum(%),O3_ppm,CH4_ppm,CO2,uv,geiger
time,alt(m),lat,lng,temp(C),press(kpa),hum(%),O3_ppm,CH4_ppm,CO2,uv,geiger
time,alt(m),lat,lng,temp(C),press(kpa),hum(%),O3_ppm,CH4_ppm,CO2,uv,geiger
time,alt(m),lat,lng,temp(C),press(kpa),hum(%),O3_ppm,CH4_ppm,CO2,uv,geiger
time,alt(m),lat,lng,temp(C),press(kpa),hum(%),O3_ppm,CH4_ppm,CO2,uv,geiger
time,alt(m),lat,lng,temp(C),press(kpa),hum(%),O3_ppm,CH4_ppm,CO2,uv,geiger
time,alt(m),lat,lng,temp(C),press(kpa),hum(%),O3_ppm,CH4_ppm,CO2,uv,geiger
time,alt(m),lat,lng,temp(C),press(kpa),hum(%),O3_ppm,CH4_ppm,CO2,uv,geiger
time,alt(m),lat,lng,temp(C),press(kpa),hum(%),O3_ppm,CH4_ppm,CO2,uv,geiger
time,alt(m),lat,lng,temp(C),press(kpa),hum(%),O3_ppm,CH4_ppm,CO2,uv,geiger
time,alt(m),lat,lng,temp(C),press(kpa),hum(%),O3_ppm,CH4_ppm,CO2,uv,geiger
time,alt(m),lat,lng,temp(C),press(kpa),hum(%),O3_ppm,CH4_ppm,CO2,uv,geiger
time,alt(m),lat,lng,temp(C),press(kpa),hum(%),O3_ppm,CH4_ppm,CO2,uv,geiger
time,alt(m),lat,lng,temp(C),press(kpa),hum(%),O3_ppm,CH4_ppm,CO2,uv,geiger
time,alt(m),lat,lng,temp(C),press(kpa),hum(%),O3_ppm,CH4_ppm,CO2,uv,geiger
14:40:41EDT,,,,,,,,,,,
14:40:42EDT,,,,,,,,,,,
14:40:43EDT,,,,,,,,,,,
14:40:44EDT,,,,,,,,,,,
14:40:45EDT,,,,,,,,,,,
14:40:46EDT,,,,,,,,,,,
14:40:47EDT,,,,,,,,,,,
14:40:48EDT,,,,,,,,,,,
time,alt(m),lat,lng,temp(C),press(kpa),hum(%),O3_ppm,CH4_ppm,CO2,uv,geiger
14:41:29EDT,,,,,,,,,,,
14:41:30EDT,,,,,,,,,,,
14:41:31EDT,,,,,,,,,,,
14:41:32EDT,,,,,,,,,,,
14:41:33EDT,,,,,,,,,,,
14:41:34EDT,,,,,,,,,,,
14:41:35EDT,,,,,,,,,,,
time,alt(m),lat,lng,temp(C),press(kpa),hum(%),O3_ppm,CH4_ppm,CO2,uv,geiger
14:43:55EDT,,,,,,,,5362.39,,,
14:43:56EDT,,,,,,,,5369.72,,,
14:43:57EDT,,,,,,,,5372.16,,,
14:43:58EDT,,,,,,,,5369.72,,,
14:43:59EDT,,,,,,,,5367.28,,,
14:44:00EDT,,,,,,,,5369.72,,,
14:44:01EDT,,,,,,,,5367.28,,,
14:44:02EDT,,,,,,,,5364.84,,,
14:44:03EDT,,,,,,,,5367.28,,,
14:44:04EDT,,,,,,,,5367.28,,,
14:44:05EDT,,,,,,,,5369.72,,,
14:44:06EDT,,,,,,,,5379.49,,,
14:44:07EDT,,,,,,,,5369.72,,,
14:44:08EDT,,,,,,,,5374.60,,,
14:44:09EDT,,,,,,,,5381.93,,,
14:44:10EDT,,,,,,,,5381.93,,,
14:44:11EDT,,,,,,,,5386.81,,,
14:44:12EDT,,,,,,,,5386.81,,,
14:44:13EDT,,,,,,,,5384.37,,,
14:44:14EDT,,,,,,,,5381.93,,,
14:44:15EDT,,,,,,,,5379.49,,,
14:44:16EDT,,,,,,,,5374.60,,,
14:44:17EDT,,,,,,,,5377.05,,,
14:44:18EDT,,,,,,,,5377.05,,,
14:44:19EDT,,,,,,,,5377.05,,,
14:44:20EDT,,,,,,,,5379.49,,,
14:44:21EDT,,,,,,,,5377.05,,,
14:44:22EDT,,,,,,,,5381.93,,,
14:44:23EDT,,,,,,,,5379.49,,,
14:44:24EDT,,,,,,,,5379.49,,,
14:44:25EDT,,,,,,,,5372.16,,,
14:44:26EDT,,,,,,,,5369.72,,,
14:44:27EDT,,,,,,,,5367.28,,,
